 [0]: Zostałem postrzelony, Chcę naprawę, lamport = 0
 [1]: Zostałem postrzelony, Chcę naprawę, lamport = 0
 [0]: Wysyłam Potrzebe doku do 0, lamport = 1
 [5]: Otrzymałem Potrzebe doku od 0, lamport = 112
 [5]: Wysyłam Potwierdzenie o Doku do 0, lamport = 112
 [6]: Otrzymałem Zwolnienie trzymanych mechaników od 4, lamport = 112
 [1]: Otrzymałem Potrzebe doku od 3, lamport = 112
 [1]: Wysyłam Potwierdzenie o Doku do 3, lamport = 112
 [3]: Otrzymałem Zwalniam dok od 6, lamport = 112
 [4]: Otrzymałem Zwalniam dok od 4, lamport = 112
 [2]: Otrzymałem Potwierdzenie o Mechanikach od 6, lamport = 113
 [7]: Otrzymałem Potrzebe Mechaników od 2, lamport = 113
 [7]: Wysyłam Potwierdzenie o Mechanikach do 2, lamport = 113
 [5]: Otrzymałem Zwolnienie trzymanych mechaników od 6, lamport = 113
 [6]: Otrzymałem Potrzebe doku od 3, lamport = 113
 [6]: Wysyłam Potwierdzenie o Doku do 3, lamport = 113
 [3]: Otrzymałem Potrzebe doku od 3, lamport = 113
 [3]: Wysyłam Potwierdzenie o Doku do 3, lamport = 113
 [1]: Otrzymałem Zwalniam dok od 4, lamport = 113
 [4]: Otrzymałem Zwalniam dok od 6, lamport = 113
 [2]: Otrzymałem Potwierdzenie o Mechanikach od 7, lamport = 114
 [7]: Otrzymałem Potrzebe doku od 0, lamport = 114
 [7]: Wysyłam Potwierdzenie o Doku do 0, lamport = 114
 [5]: Otrzymałem Zwolnienie trzymanych mechaników od 4, lamport = 114
 [5]: Dostałem 20 Mechaników, start naprawy, Jestem w sekcji krytycznej 2, lamport = 114
 [3]: Otrzymałem Potwierdzenie o Doku od 3, lamport = 114
 [6]: Otrzymałem Zwalniam dok od 4, lamport = 114
 [2]: Otrzymałem Potwierdzenie o Mechanikach od 1, lamport = 115
 [7]: Otrzymałem Zwolnienie trzymanych mechaników od 6, lamport = 115
 [5]: Otrzymałem Zwalniam dok od 6, lamport = 115
 [2]: Otrzymałem Potrzebe doku od 0, lamport = 116
 [2]: Wysyłam Potwierdzenie o Doku do 0, lamport = 116
 [7]: Otrzymałem Zwolnienie trzymanych mechaników od 4, lamport = 116
 [5]: Otrzymałem Potrzebe doku od 3, lamport = 116
 [5]: Wysyłam Potwierdzenie o Doku do 3, lamport = 116
 [0]: Otrzymałem Potwierdzenie o Doku od 2, lamport = 117
 [2]: Otrzymałem Zwolnienie trzymanych mechaników od 6, lamport = 117
 [7]: Otrzymałem Zwalniam dok od 6, lamport = 117
 [5]: Otrzymałem Zwalniam dok od 4, lamport = 117
 [0]: Otrzymałem Potwierdzenie o Doku od 3, lamport = 118
 [2]: Otrzymałem Zwolnienie trzymanych mechaników od 4, lamport = 118
 [7]: Otrzymałem Potrzebe doku od 3, lamport = 118
 [7]: Wysyłam Potwierdzenie o Doku do 3, lamport = 118
 [0]: Otrzymałem Potwierdzenie o Doku od 4, lamport = 119
 [2]: Otrzymałem Zwalniam dok od 6, lamport = 119
 [7]: Otrzymałem Zwalniam dok od 4, lamport = 119
 [0]: Otrzymałem Potwierdzenie o Doku od 5, lamport = 120
 [2]: Otrzymałem Potrzebe doku od 3, lamport = 120
 [2]: Wysyłam Potwierdzenie o Doku do 3, lamport = 120
 [0]: Otrzymałem Potwierdzenie o Doku od 6, lamport = 121
 [2]: Otrzymałem Zwalniam dok od 4, lamport = 121
 [0]: Otrzymałem Potwierdzenie o Doku od 7, lamport = 122
 [0]: Otrzymałem Zwolnienie trzymanych mechaników od 6, lamport = 123
 [0]: Otrzymałem Zwolnienie trzymanych mechaników od 4, lamport = 124
 [0]: Otrzymałem Zwalniam dok od 6, lamport = 125
 [0]: Otrzymałem Potrzebe doku od 3, lamport = 126
 [0]: Wysyłam Potwierdzenie o Doku do 3, lamport = 126
 [0]: Otrzymałem Zwalniam dok od 4, lamport = 127
 [3]: Otrzymałem Potwierdzenie o Doku od 0, lamport = 127
 [0]: Wylądowałem w doku, Jestem w sekcji krytycznej 1, lamport = 127
 [3]: Otrzymałem Potwierdzenie o Doku od 5, lamport = 128
 [0]: Wysyłam Potrzebe Mechaników do 0, lamport = 128
 [0]: Wysyłam Potrzebe Mechaników do 1, lamport = 128
 [0]: Wysyłam Potrzebe Mechaników do 2, lamport = 128
 [0]: Wysyłam Potrzebe Mechaników do 3, lamport = 128
 [0]: Wysyłam Potrzebe Mechaników do 4, lamport = 128
 [0]: Wysyłam Potrzebe Mechaników do 5, lamport = 128
 [0]: Wysyłam Potrzebe Mechaników do 6, lamport = 128
 [0]: Wysyłam Potrzebe Mechaników do 7, lamport = 128
 [0]: Żadanie o 19 Mechaników poszło do wszystkich, Chcę dostęp do sekcji krytycznej 2, lamport = 128
 [3]: Otrzymałem Potwierdzenie o Doku od 6, lamport = 129
 [0]: Otrzymałem Potrzebe Mechaników od 0, lamport = 129
 [0]: Wysyłam Potwierdzenie o Mechanikach do 0, lamport = 129
 [1]: Otrzymałem Potrzebe Mechaników od 0, lamport = 129
 [1]: Wysyłam Potwierdzenie o Mechanikach do 0, lamport = 129
 [4]: Otrzymałem Potrzebe Mechaników od 0, lamport = 129
 [4]: Wysyłam Potwierdzenie o Mechanikach do 0, lamport = 129
 [2]: Otrzymałem Potrzebe Mechaników od 0, lamport = 129
 [2]: Wysyłam Potwierdzenie o Mechanikach do 0, lamport = 129
 [5]: Otrzymałem Potrzebe Mechaników od 0, lamport = 129
 [5]: Wysyłam Potwierdzenie o Mechanikach do 0, lamport = 129
 [6]: Otrzymałem Potrzebe Mechaników od 0, lamport = 129
 [6]: Wysyłam Potwierdzenie o Mechanikach do 0, lamport = 129
 [7]: Otrzymałem Potrzebe Mechaników od 0, lamport = 129
 [7]: Wysyłam Potwierdzenie o Mechanikach do 0, lamport = 129
 [7]: Wylądowałem w doku, Jestem w sekcji krytycznej 1, lamport = 129
 [3]: Otrzymałem Potwierdzenie o Doku od 7, lamport = 130
 [0]: Otrzymałem Potwierdzenie o Mechanikach od 0, lamport = 130
 [4]: Otrzymałem Potrzebe doku od 3, lamport = 130
 [4]: Wysyłam Potwierdzenie o Doku do 3, lamport = 130
 [7]: Wysyłam Potrzebe Mechaników do 0, lamport = 130
 [7]: Wysyłam Potrzebe Mechaników do 1, lamport = 130
 [7]: Wysyłam Potrzebe Mechaników do 2, lamport = 130
 [7]: Wysyłam Potrzebe Mechaników do 3, lamport = 130
 [7]: Wysyłam Potrzebe Mechaników do 4, lamport = 130
 [7]: Wysyłam Potrzebe Mechaników do 5, lamport = 130
 [7]: Wysyłam Potrzebe Mechaników do 6, lamport = 130
 [7]: Wysyłam Potrzebe Mechaników do 7, lamport = 130
 [7]: Żadanie o 17 Mechaników poszło do wszystkich, Chcę dostęp do sekcji krytycznej 2, lamport = 130
 [3]: Otrzymałem Potwierdzenie o Doku od 1, lamport = 131
 [0]: Otrzymałem Potwierdzenie o Mechanikach od 2, lamport = 131
 [1]: Otrzymałem Potrzebe Mechaników od 7, lamport = 131
 [1]: Wysyłam Potwierdzenie o Mechanikach do 7, lamport = 131
 [4]: Otrzymałem Potrzebe Mechaników od 7, lamport = 131
 [4]: Wysyłam Potwierdzenie o Mechanikach do 7, lamport = 131
 [2]: Otrzymałem Potrzebe Mechaników od 7, lamport = 131
 [2]: Wysyłam Potwierdzenie o Mechanikach do 7, lamport = 131
 [5]: Otrzymałem Potrzebe Mechaników od 7, lamport = 131
 [5]: Wysyłam Potwierdzenie o Mechanikach do 7, lamport = 131
 [6]: Otrzymałem Potrzebe Mechaników od 7, lamport = 131
 [6]: Wysyłam Potwierdzenie o Mechanikach do 7, lamport = 131
 [6]: Zostałem postrzelony, Chcę naprawę, lamport = 131
 [3]: Otrzymałem Potwierdzenie o Doku od 2, lamport = 132
 [0]: Otrzymałem Potwierdzenie o Mechanikach od 1, lamport = 132
 [7]: Otrzymałem Potwierdzenie o Mechanikach od 1, lamport = 132
 [6]: Wysyłam Potrzebe doku do 0, lamport = 132
 [6]: Wysyłam Potrzebe doku do 1, lamport = 132
 [6]: Wysyłam Potrzebe doku do 2, lamport = 132
 [6]: Wysyłam Potrzebe doku do 3, lamport = 132
 [6]: Wysyłam Potrzebe doku do 4, lamport = 132
 [6]: Wysyłam Potrzebe doku do 5, lamport = 132
 [6]: Wysyłam Potrzebe doku do 6, lamport = 132
 [6]: Wysyłam Potrzebe doku do 7, lamport = 132
 [6]: Żądanie o dok poszło do wszystkich, Chcę dostęp do sekcji krytycznej 1, lamport = 132
 [3]: Otrzymałem Zwalniam dok od 4, lamport = 133
 [7]: Otrzymałem Potrzebe Mechaników od 7, lamport = 133
 [7]: Wysyłam Potwierdzenie o Mechanikach do 7, lamport = 133
 [1]: Otrzymałem Potrzebe doku od 6, lamport = 133
 [1]: Wysyłam Potwierdzenie o Doku do 6, lamport = 133
 [4]: Otrzymałem Potrzebe doku od 6, lamport = 133
 [4]: Wysyłam Potwierdzenie o Doku do 6, lamport = 133
 [2]: Otrzymałem Potrzebe doku od 6, lamport = 133
 [2]: Wysyłam Potwierdzenie o Doku do 6, lamport = 133
 [5]: Otrzymałem Potrzebe doku od 6, lamport = 133
 [5]: Wysyłam Potwierdzenie o Doku do 6, lamport = 133
 [1]: Zostałem postrzelony, Chcę naprawę, lamport = 133
 [3]: Otrzymałem Potrzebe Mechaników od 0, lamport = 134
 [3]: Wysyłam Potwierdzenie o Mechanikach do 0, lamport = 134
 [7]: Otrzymałem Potwierdzenie o Mechanikach od 7, lamport = 134
 [1]: Wysyłam Potrzebe doku do 0, lamport = 134
 [1]: Wysyłam Potrzebe doku do 1, lamport = 134
 [1]: Wysyłam Potrzebe doku do 2, lamport = 134
 [1]: Wysyłam Potrzebe doku do 3, lamport = 134
 [1]: Wysyłam Potrzebe doku do 4, lamport = 134
 [1]: Wysyłam Potrzebe doku do 5, lamport = 134
 [1]: Wysyłam Potrzebe doku do 6, lamport = 134
 [1]: Wysyłam Potrzebe doku do 7, lamport = 134
 [1]: Żądanie o dok poszło do wszystkich, Chcę dostęp do sekcji krytycznej 1, lamport = 134
 [0]: Otrzymałem Potwierdzenie o Mechanikach od 3, lamport = 135
 [3]: Otrzymałem Potwierdzenie o Doku od 4, lamport = 135
 [7]: Otrzymałem Potwierdzenie o Mechanikach od 2, lamport = 135
 [2]: Otrzymałem Potrzebe doku od 1, lamport = 135
 [2]: Wysyłam Potwierdzenie o Doku do 1, lamport = 135
 [1]: Otrzymałem Potrzebe doku od 1, lamport = 135
 [1]: Wysyłam Potwierdzenie o Doku do 1, lamport = 135
 [4]: Otrzymałem Potrzebe doku od 1, lamport = 135
 [4]: Wysyłam Potwierdzenie o Doku do 1, lamport = 135
 [5]: Otrzymałem Potrzebe doku od 1, lamport = 135
 [5]: Wysyłam Potwierdzenie o Doku do 1, lamport = 135
 [4]: Zostałem postrzelony, Chcę naprawę, lamport = 135
 [0]: Otrzymałem Potwierdzenie o Mechanikach od 4, lamport = 136
 [3]: Otrzymałem Potrzebe Mechaników od 7, lamport = 136
 [3]: Wysyłam Potwierdzenie o Mechanikach do 7, lamport = 136
 [1]: Otrzymałem Potwierdzenie o Doku od 1, lamport = 136
 [4]: Wysyłam Potrzebe doku do 0, lamport = 136
 [4]: Wysyłam Potrzebe doku do 1, lamport = 136
 [4]: Wysyłam Potrzebe doku do 2, lamport = 136
 [4]: Wysyłam Potrzebe doku do 3, lamport = 136
 [4]: Wysyłam Potrzebe doku do 4, lamport = 136
 [4]: Wysyłam Potrzebe doku do 5, lamport = 136
 [4]: Wysyłam Potrzebe doku do 6, lamport = 136
 [4]: Wysyłam Potrzebe doku do 7, lamport = 136
 [4]: Żądanie o dok poszło do wszystkich, Chcę dostęp do sekcji krytycznej 1, lamport = 136
 [0]: Otrzymałem Potwierdzenie o Mechanikach od 5, lamport = 137
 [3]: Otrzymałem Potrzebe doku od 6, lamport = 137
 [3]: Wysyłam Potwierdzenie o Doku do 6, lamport = 137
 [5]: Otrzymałem Potrzebe doku od 4, lamport = 137
 [5]: Wysyłam Potwierdzenie o Doku do 4, lamport = 137
 [2]: Otrzymałem Potrzebe doku od 4, lamport = 137
 [2]: Wysyłam Potwierdzenie o Doku do 4, lamport = 137
 [0]: Otrzymałem Potwierdzenie o Mechanikach od 6, lamport = 138
 [3]: Otrzymałem Potrzebe doku od 1, lamport = 138
 [3]: Wysyłam Potwierdzenie o Doku do 1, lamport = 138
 [0]: Otrzymałem Potwierdzenie o Mechanikach od 7, lamport = 139
 [3]: Otrzymałem Potrzebe doku od 4, lamport = 139
 [3]: Wysyłam Potwierdzenie o Doku do 4, lamport = 139
 [0]: Otrzymałem Potrzebe Mechaników od 7, lamport = 140
 [0]: Wysyłam Potwierdzenie o Mechanikach do 7, lamport = 140
 [7]: Otrzymałem Potwierdzenie o Mechanikach od 0, lamport = 141
 [0]: Otrzymałem Potrzebe doku od 6, lamport = 141
 [0]: Wysyłam Potwierdzenie o Doku do 6, lamport = 141
 [7]: Otrzymałem Potwierdzenie o Mechanikach od 3, lamport = 142
 [6]: Otrzymałem Potwierdzenie o Doku od 0, lamport = 142
 [0]: Otrzymałem Potrzebe doku od 1, lamport = 142
 [0]: Wysyłam Potwierdzenie o Doku do 1, lamport = 142
 [7]: Otrzymałem Potwierdzenie o Mechanikach od 4, lamport = 143
 [6]: Otrzymałem Potrzebe doku od 6, lamport = 143
 [6]: Wysyłam Potwierdzenie o Doku do 6, lamport = 143
 [1]: Otrzymałem Potwierdzenie o Doku od 0, lamport = 143
 [0]: Otrzymałem Potrzebe doku od 4, lamport = 143
 [0]: Wysyłam Potwierdzenie o Doku do 4, lamport = 143
 [7]: Otrzymałem Potwierdzenie o Mechanikach od 5, lamport = 144
 [6]: Otrzymałem Potwierdzenie o Doku od 6, lamport = 144
 [1]: Otrzymałem Potwierdzenie o Doku od 2, lamport = 144
 [4]: Otrzymałem Potwierdzenie o Doku od 0, lamport = 144
 [7]: Otrzymałem Potwierdzenie o Mechanikach od 6, lamport = 145
 [6]: Otrzymałem Potwierdzenie o Doku od 1, lamport = 145
 [1]: Otrzymałem Potwierdzenie o Doku od 3, lamport = 145
 [4]: Otrzymałem Potrzebe doku od 4, lamport = 145
 [4]: Wysyłam Potwierdzenie o Doku do 4, lamport = 145
 [7]: Otrzymałem Potrzebe doku od 6, lamport = 146
 [7]: Wysyłam Potwierdzenie o Doku do 6, lamport = 146
 [1]: Otrzymałem Potwierdzenie o Doku od 4, lamport = 146
 [4]: Otrzymałem Potwierdzenie o Doku od 4, lamport = 146
 [6]: Otrzymałem Potwierdzenie o Doku od 7, lamport = 147
 [7]: Otrzymałem Potrzebe doku od 1, lamport = 147
 [7]: Wysyłam Potwierdzenie o Doku do 1, lamport = 147
 [1]: Otrzymałem Potwierdzenie o Doku od 5, lamport = 147
 [6]: Otrzymałem Potwierdzenie o Doku od 2, lamport = 148
 [7]: Otrzymałem Potrzebe doku od 4, lamport = 148
 [7]: Wysyłam Potwierdzenie o Doku do 4, lamport = 148
 [6]: Otrzymałem Potwierdzenie o Doku od 3, lamport = 149
 [6]: Otrzymałem Potwierdzenie o Doku od 4, lamport = 150
 [6]: Otrzymałem Potwierdzenie o Doku od 5, lamport = 151
 [6]: Otrzymałem Potrzebe doku od 1, lamport = 152
 [6]: Wysyłam Potwierdzenie o Doku do 1, lamport = 152
 [1]: Otrzymałem Potwierdzenie o Doku od 6, lamport = 153
 [6]: Otrzymałem Potrzebe doku od 4, lamport = 153
 [6]: Wysyłam Potwierdzenie o Doku do 4, lamport = 153
 [1]: Otrzymałem Potwierdzenie o Doku od 7, lamport = 154
 [1]: Otrzymałem Potrzebe doku od 4, lamport = 155
 [1]: Wysyłam Potwierdzenie o Doku do 4, lamport = 155
 [4]: Otrzymałem Potwierdzenie o Doku od 1, lamport = 156
 [4]: Otrzymałem Potwierdzenie o Doku od 5, lamport = 157
 [4]: Otrzymałem Potwierdzenie o Doku od 6, lamport = 158
 [4]: Otrzymałem Potwierdzenie o Doku od 7, lamport = 159
 [4]: Otrzymałem Potwierdzenie o Doku od 2, lamport = 160
 [4]: Otrzymałem Potwierdzenie o Doku od 3, lamport = 161
